--- EGoTouch Frame Export ---
Timestamp: 0

--- Contacts ---
Count,5
ID,X,Y,State,Area,SignalSum,SizeMm,Reported,ReportEvent,LifeFlags,ReportFlags,DebugFlags
3,17.1231,20.8588,1,5,6114,8.1191,1,4,1,1048584,65
5,36.2596,25.7816,1,6,7989,7.2287,1,4,1,1048584,65
2,23.9908,5.5272,1,6,8412,8.14481,1,4,1,1048584,65
4,21.2051,27.5681,1,8,11218,7.83501,1,4,1,1048584,65
6,28.5683,28.4239,1,6,7377,7.39653,1,4,1,1048584,65

--- Touch Packets (VHF 0x20) ---
Packet0Valid,1
Packet0Hex,01 03 03 98 20 76 47 03 05 49 28 91 27 03 02 a3 08 04 3c 03 04 13 2b a8 40 03 06 6a 2c 63 34 05
Packet1Valid,0
Packet1Hex,01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00

--- Stylus ---
SlaveValid,0
SlaveWordOffset,0
Checksum16,0
ChecksumOK,0
Tx1BlockValid,0
Tx2BlockValid,0
MasterMetaValid,0
MasterMetaBaseWord,255
MasterMetaTx1Freq,0
MasterMetaTx2Freq,0
MasterMetaPressure,0
MasterMetaButton,0
MasterMetaStatus,0
Status,0
AsaMode,0
DataType,0
ProcessResult,5
ValidJudgmentPassed,0
RecheckEnabled,0
RecheckPassed,1
RecheckOverlap,0
RecheckThreshold,0
Hpp3NoiseInvalid,0
Hpp3NoiseDebounce,0
Hpp3Dim1SignalValid,0
Hpp3Dim2SignalValid,0
Hpp3RatioWarnCountX,0
Hpp3RatioWarnCountY,0
Hpp3SignalAvgX,0
Hpp3SignalAvgY,0
Hpp3SignalSampleCount,0
TouchNullLike,0
TouchSuppressActive,0
TouchSuppressFrames,0
SignalX,0
SignalY,0
MaxRawPeak,0
NoPressInkActive,0
Tx1Freq,161
Tx2Freq,24
NextTx1Freq,161
NextTx2Freq,24
Pressure,0
Button,0
RawButton,0
ButtonSource,0
PointValid,0
PointX,0
PointY,0
ReportX,0
ReportY,0
PointConfidence,0
RawPressure,0
MappedPressure,0
PeakTx1,0
PeakTx2,0
Tx1X,0
Tx1Y,0
Tx2X,0
Tx2Y,0
TiltValid,0
PreTiltX,0
PreTiltY,0
TiltX,0
TiltY,0
TiltMagnitude,0
TiltAzimuthDeg,0
PacketValid,0
PacketHex,00 00 00 00 00 00 00 00 00 00 00 00 00

--- Heatmap (40 rows x 60 cols) ---
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
